,route,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
415,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,KVR Tours and Travels,Non A/C Seater / Sleeper (2+1),22:30,03:15,04h 45m,475,33 Seats available,3.1
416,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,INR 499,32 Seats available,3.1
417,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,05:50,05h 55m,INR 400,27 Seats available,2.9
418,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),23:00,05:05,06h 05m,INR 550,24 Seats available,2.4
419,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),20:55,03:30,06h 35m,INR 670,26 Seats available,3.0
420,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Meghana Travels,A/C Seater / Sleeper (2+1),22:45,04:30,05h 45m,569,39 Seats available,3.0
421,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:15,02:10,07h 55m,INR 598,42 Seats available,3.8
422,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SJR TRAVELS,A/C Seater / Sleeper (2+1),15:25,23:00,07h 35m,523,33 Seats available,3.0
423,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),22:35,04:15,05h 40m,INR 410,42 Seats available,3.0
424,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Vinay's Tours and Travels,A/C Sleeper (2+1),23:25,06:05,06h 40m,664,28 Seats available,3.8
425,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Bmcc Travels,A/C Sleeper (2+1),21:50,03:15,05h 25m,INR 661,29 Seats available,2.9
426,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:15,23:50,06h 35m,INR 580,39 Seats available,2.9
427,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,22:25,04:45,06h 20m,INR 510,32 Seats available,3.5
428,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:15,02:00,07h 45m,INR 560,27 Seats available,3.1
429,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Chandu Travels,A/C Seater / Sleeper (2+1),23:05,04:30,05h 25m,1796,17 Seats available,3.6
430,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:40,03:50,06h 10m,INR 949,23 Seats available,3.1
431,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sree Durga Kaveri Travels,A/C Sleeper (2+1),23:10,04:30,05h 20m,INR 780,28 Seats available,3.9
432,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,AVR Travels,A/C Seater / Sleeper (2+1),23:55,05:35,05h 40m,INR 2500,32 Seats available,2.1
433,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Ramana Tours And Travels,A/C Sleeper (2+1),17:45,01:05,07h 20m,900,30 Seats available,2.8
434,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:20,04:20,06h 00m,INR 1090,35 Seats available,2.8
435,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),21:58,03:45,05h 47m,INR 399,33 Seats available,3.7
436,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,INR 3500,32 Seats available,3.3
437,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,04:20,06h 25m,437,31 Seats available,3.5
438,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SVR Tours and Travels,Volvo A/C Sleeper (2+1),17:15,23:45,06h 30m,INR 800,30 Seats available,2.6
439,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),21:30,03:55,06h 25m,INR 599,34 Seats available,3.3
440,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),13:50,21:45,07h 55m,INR 600,26 Seats available,2.8
441,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mahi Trans Solutions,A/C Sleeper (2+1),22:40,04:53,06h 13m,829,27 Seats available,2.6
442,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,22:30,04:00,05h 30m,INR 510,29 Seats available,2.5
443,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sai Dasari Travels,A/C Sleeper (2+1),23:05,04:27,05h 22m,760,25 Seats available,2.9
444,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:20,04:30,06h 10m,INR 890,36 Seats available,1.4
445,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:10,06h 10m,INR 610,31 Seats available,2.5
446,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),22:35,04:00,05h 25m,713,41 Seats available,5.0
447,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Morning Star Travels,NON A/C Sleeper (2+1),23:05,05:10,06h 05m,INR 590,30 Seats available,1.6
448,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,23:59,09h 14m,570,28 Seats available,5.0
449,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),16:20,22:40,06h 20m,475,42 Seats available,4.5
450,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Neelachal Travels,A/C Seater / Sleeper (2+1),15:00,22:45,07h 45m,INR 4000,28 Seats available,4.5
451,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sree Gowtham Travels,A/C Sleeper (2+1),22:25,04:47,06h 22m,INR 700,21 Seats available,4.5
452,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),18:05,01:10,07h 05m,INR 935,31 Seats available,4.5
453,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,427,30 Seats available,2.6
454,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:35,04:15,06h 40m,532,33 Seats available,2.6
455,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:30,04:15,06h 45m,474,37 Seats available,2.6
456,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Komali Travels,A/C Seater / Sleeper (2+1),22:25,04:00,05h 35m,500,34 Seats available,4.3
457,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Komali Travels,A/C Seater / Sleeper (2+1),22:25,04:00,05h 35m,450,23 Seats available,4.3
458,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,LVP Travels,Non A/C Seater / Sleeper (2+1),22:25,04:20,05h 55m,INR 610,28 Seats available,4.2
459,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,04:15,05h 35m,INR 555,1 Seat available,4.2
460,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,LVP Travels,Non A/C Seater / Sleeper (2+1),22:05,04:10,06h 05m,INR 560,29 Seats available,4.2
461,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,LVP Travels,Non A/C Seater / Sleeper (2+1),22:20,04:30,06h 10m,INR 560,6 Seats available,4.2
462,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:05,04:15,06h 10m,INR 599,32 Seats available,4.2
463,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:55,02:30,07h 35m,INR 600,24 Seats available,2.4
464,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mozo travels,A/C Seater / Sleeper (2+1),20:10,04:10,08h 00m,INR 550,29 Seats available,2.4
465,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mozo travels,A/C Seater / Sleeper (2+1),20:21,02:40,06h 19m,INR 700,39 Seats available,2.4
466,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mozo travels,A/C Sleeper (2+1),20:10,04:20,08h 10m,INR 720,19 Seats available,2.4
467,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Mozo travels,A/C Sleeper (2+1),18:21,01:10,06h 49m,INR 810,18 Seats available,2.4
468,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Shree Manikanta Travels,A/C Sleeper (2+1),15:15,23:40,08h 25m,INR 939,33 Seats available,4.1
469,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Surya Dream Liner,NON A/C Sleeper (2+1),22:58,05:10,06h 12m,INR 3000,30 Seats available,2.2
470,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),15:10,22:50,07h 40m,485,17 Seats available,4.0
471,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri KVR Travels,A/C Seater / Sleeper (2+1),16:42,00:55,08h 13m,INR 750,18 Seats available,4.0
472,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),23:00,05:10,06h 10m,INR 2800,30 Seats available,3.9
473,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:57,03:25,05h 28m,INR 880,24 Seats available,3.9
474,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),23:05,05:15,06h 10m,INR 2900,36 Seats available,3.9
475,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Vikram Travels,A/C Sleeper (2+1),21:30,03:00,05h 30m,INR 1100,27 Seats available,1.4
476,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,ARK Travels,Non AC Seater (2+2),22:12,04:45,06h 33m,INR 1000,35 Seats available,1.3
477,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Jagan Travels,A/C Sleeper (2+1),20:00,02:00,06h 00m,INR 850,27 Seats available,1.4
478,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Vikram Travels,A/C Sleeper (2+1),20:10,02:00,05h 50m,INR 729,20 Seats available,1.4
479,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),22:45,04:00,05h 15m,INR 679,20 Seats available,3.8
480,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Varun Travels,Scania AC Multi Axle Sleeper (2+1),23:40,04:45,05h 05m,INR 540,28 Seats available,3.7
481,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),22:05,03:40,05h 35m,INR 399,25 Seats available,3.7
482,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,DMR Travels,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,INR 449,34 Seats available,3.6
483,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Sravani Travels,Non A/C Seater / Sleeper (2+1),23:22,05:45,06h 23m,INR 4000,30 Seats available,3.6
484,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Srivastav Travels,A/C Sleeper (2+1),22:30,04:00,05h 30m,INR 699,31 Seats available,3.5
485,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Srivastav Travels,NON A/C Sleeper (2+1),22:35,04:50,06h 15m,INR 799,29 Seats available,3.5
486,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=22-Jul-2024,Srivastav Travels,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,INR 439,32 Seats available,3.5
