,route-collected,route,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
704,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 6618,Ordinary 3+2 Non AC Seater,24-Jul,15:30,21:45,06h 15m,INR 321,26 Seats available,3.9
705,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 6605,Ordinary 3+2 Non AC Seater,24-Jul,16:30,21:45,05h 15m,INR 311,37 Seats available,3.9
706,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 912,Ordinary 3+2 Non AC Seater,24-Jul,16:40,23:10,06h 30m,INR 318,37 Seats available,3.9
707,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 911,Ordinary 3+2 Non AC Seater,24-Jul,17:40,23:20,05h 40m,INR 308,37 Seats available,3.9
708,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 965,Himmani Deluxe 2+2 Non AC Seater,24-Jul,18:05,00:30,06h 25m,INR 341,27 Seats available,3.7
709,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 653,A/C Executive (2+3),24-Jul,18:30,23:00,04h 30m,INR 339,44 Seats available,3.9
710,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 1109,Ordinary 3+2 Non AC Seater,24-Jul,19:05,00:20,05h 15m,INR 314,37 Seats available,3.9
711,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,24-Jul,19:50,01:00,05h 10m,INR 340,27 Seats available,3.9
712,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,20:10,01:15,05h 05m,INR 575,33 Seats available,3.9
713,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 43,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,21:20,01:15,03h 55m,INR 561,33 Seats available,3.9
714,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,21:35,02:15,04h 40m,INR 556,34 Seats available,3.9
715,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 927,Ordinary 3+2 Non AC Seater,24-Jul,23:00,04:15,05h 15m,INR 293,17 Seats available,3.9
716,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,HRTC - 1116,A/C Executive (2+3),24-Jul,23:35,04:05,04h 30m,INR 348,34 Seats available,3.9
717,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,21:00,00:50,03h 50m,764,1 Seat available,3.6
718,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,21:05,01:15,04h 10m,INR 600,13 Seats available,4.4
719,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,21:15,01:45,04h 30m,675,12 Seats available,5.0
720,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,21:30,01:30,04h 00m,583,5 Seats available,5.0
721,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,22:00,02:10,04h 10m,791,41 Seats available,3.8
722,Jawala Ji to Chandigarh,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh?fromCityId=1528&toCityId=833&fromCityName=Jawala%20Ji&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Northern Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,20:45,01:00,04h 15m,INR 659,16 Seats available,2.6
723,Agra to Chandigarh,https://www.redbus.in/bus-tickets/agra-to-chandigarh?fromCityId=1290&toCityId=833&fromCityName=Agra&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Chandigarh Transport Undertaking (CTU) - 165907,HVAC Seater (2+3),24-Jul,17:00,04:00,11h 00m,INR 731.43,47 Seats available,3.9
724,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,New Pal Travels,A/C Sleeper (2+1),24-Jul,22:00,05:30,07h 30m,539,21 Seats available,4.6
725,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,21:15,04:30,07h 15m,684,30 Seats available,4.6
726,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,21:30,04:50,07h 20m,684,20 Seats available,4.3
727,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,AdHarikesh Tour N Travels,A/C Sleeper (2+1),24-Jul,21:10,04:30,07h 20m,575,16 Seats available,4.0
728,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,17:35,01:30,07h 55m,449,30 Seats available,4.4
729,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,20:15,03:40,07h 25m,855,28 Seats available,4.4
730,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Moon Light Travels Katra,A/C Sleeper (2+1),24-Jul,20:25,04:30,08h 05m,539,21 Seats available,4.0
731,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,AdMoon Light Travels Katra,A/C Sleeper (2+1),24-Jul,21:15,05:05,07h 50m,584,22 Seats available,4.6
732,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Baru travels,A/C Seater / Sleeper (2+2),24-Jul,21:45,05:05,07h 20m,INR 400,37 Seats available,4.0
733,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,18:45,02:00,07h 15m,770,28 Seats available,4.4
734,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Jamna Travels-Jammu,AshokLeyland Stile A/C,24-Jul,21:00,04:30,07h 30m,509,12 Seats available,3.7
735,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,20:30,03:45,07h 15m,514,33 Seats available,4.5
736,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,20:30,04:15,07h 45m,531,29 Seats available,4.0
737,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,New Pal Travels,A/C Sleeper (2+1),24-Jul,21:30,05:15,07h 45m,539,17 Seats available,3.7
738,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Radhe Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,21:25,05:15,07h 50m,538,19 Seats available,4.7
739,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),24-Jul,20:00,03:55,07h 55m,INR 860,10 Seats available,3.8
740,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),24-Jul,20:15,03:30,07h 15m,555,24 Seats available,4.6
741,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,16:20,23:58,07h 38m,INR 400,25 Seats available,3.7
742,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,18:15,02:00,07h 45m,599,18 Seats available,4.7
743,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Zimindara Travels,AC Sleeper (2+1),24-Jul,20:50,04:20,07h 30m,INR 649,12 Seats available,3.9
744,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Travel Point,A/C Seater / Sleeper (2+2),24-Jul,15:45,23:30,07h 45m,485,37 Seats available,1.5
745,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Gola Bus Service,A/C Seater/Sleeper (2+1),24-Jul,20:20,03:50,07h 30m,INR 399,28 Seats available,4.4
746,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,20:50,04:20,07h 30m,INR 679,20 Seats available,4.3
747,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Shiv Mohan Travels,AC Sleeper (2+1),24-Jul,20:15,04:15,08h 00m,890,36 Seats available,4.3
748,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Awadh Travels,A/C Sleeper (2+2),24-Jul,20:55,04:00,07h 05m,809,46 Seats available,4.0
749,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Radhe Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,21:25,04:40,07h 15m,538,19 Seats available,3.8
750,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,18:00,01:20,07h 20m,INR 540,24 Seats available,4.9
751,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,22:16,04:45,06h 29m,INR 548,29 Seats available,3.9
752,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),24-Jul,20:30,03:50,07h 20m,INR 499,41 Seats available,3.6
753,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Lavish Travels,A/C Seater / Sleeper (2+2),24-Jul,16:35,01:15,08h 40m,490,23 Seats available,3.5
754,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,21:00,04:00,07h 00m,529,31 Seats available,3.9
755,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),24-Jul,21:00,05:15,08h 15m,INR 699,24 Seats available,3.4
756,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Just kailash,A/C Seater / Sleeper (2+2),24-Jul,21:45,05:00,07h 15m,479,40 Seats available,3.2
757,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Zimindara Travels,AC Sleeper (2+1),24-Jul,21:30,05:00,07h 30m,INR 649,13 Seats available,3.6
758,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,18:30,01:30,07h 00m,495,33 Seats available,3.3
759,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,DS Hari Travels,A/C Seater / Sleeper (2+2),24-Jul,21:30,05:20,07h 50m,INR 500,48 Seats available,2.7
760,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,DS Hari Travels,A/C Sleeper (2+2),24-Jul,21:45,05:35,07h 50m,INR 650,44 Seats available,2.5
761,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Awadh Travels,A/C Sleeper (2+1),24-Jul,21:30,04:45,07h 15m,584,36 Seats available,2.8
762,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),24-Jul,18:30,00:30,06h 00m,INR 1000,24 Seats available,2.6
763,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),24-Jul,16:30,00:30,08h 00m,555,42 Seats available,1.9
764,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Gola Bus Service,VE A/C Seater (2+2),24-Jul,20:20,03:50,07h 30m,INR 3499,18 Seats available,4.4
765,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Shub Yatra Holidays,A/C Sleeper (2+2),24-Jul,21:15,05:15,08h 00m,INR 1149,14 Seats available,2.3
766,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,21:30,04:30,07h 00m,INR 550,32 Seats available,4.1
767,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),24-Jul,20:15,03:40,07h 25m,INR 799,22 Seats available,4.1
768,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),24-Jul,21:20,05:30,08h 10m,INR 500,26 Seats available,4.0
769,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,18:00,01:20,07h 20m,539,27 Seats available,3.6
770,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Travel Point,A/C Seater / Sleeper (2+2),24-Jul,18:30,02:15,07h 45m,880,50 Seats available,3.5
771,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Apex Bus Travels,A/C Seater / Sleeper (2+2),24-Jul,20:00,01:15,05h 15m,899,38 Seats available,3.4
772,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,18:30,01:00,06h 30m,INR 795,28 Seats available,2.6
773,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,21:00,03:30,06h 30m,INR 799,34 Seats available,2.6
774,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,23:00,05:30,06h 30m,INR 799,32 Seats available,2.6
775,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Ashok Travels,A/C Seater / Sleeper (2+2),24-Jul,17:30,00:00,06h 30m,INR 759,52 Seats available,2.5
776,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh?fromCityId=734&toCityId=833&fromCityName=Jammu&toCityName=Chandigarh&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024&routeId=20111864,Shub Yatra Holidays,A/C Sleeper (2+2),24-Jul,21:45,05:45,08h 00m,INR 2399,44 Seats available,2.3
