,Unnamed: 0,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
2899,2899,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:10,05:50,10h 40m,522,29 Seats available,2.6
2900,2900,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),24-Jul,02:30,09:30,07h 00m,902,20 Seats available,2.6
2901,2901,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,23:55,07:15,07h 20m,854,33 Seats available,2.6
2902,2902,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),24-Jul,20:15,04:15,08h 00m,INR 599,39 Seats available,2.5
2903,2903,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SVR Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,23:50,07:00,07h 10m,INR 590,37 Seats available,2.4
2904,2904,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambasiva Tours and Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,20:05,04:00,07h 55m,INR 555,28 Seats available,4.0
2905,2905,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,A/C Seater / Sleeper (2+1),24-Jul,23:59,06:45,06h 46m,INR 700,21 Seats available,4.0
2906,2906,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navayuga Travels,NON AC Seater / Sleeper 2+1,24-Jul,21:00,03:30,06h 30m,INR 890,34 Seats available,2.1
2907,2907,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navayuga Travels,A/C Sleeper (2+1),24-Jul,04:40,11:00,06h 20m,INR 780,21 Seats available,2.1
2908,2908,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mahi Trans Solutions,A/C Sleeper (2+1),24-Jul,02:30,10:00,07h 30m,3324,30 Seats available,3.9
2909,2909,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KKaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:30,06:30,07h 00m,450,25 Seats available,3.8
2910,2910,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navin Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:30,04:30,08h 00m,2775,40 Seats available,3.7
2911,2911,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navin Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:05,06:30,09h 25m,555,5 Seats available,3.7
2912,2912,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,BEZAWADA TOURS AND TRAVELS,NON A/C Sleeper (2+1),24-Jul,22:25,05:10,06h 45m,INR 699,26 Seats available,3.7
2913,2913,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,BEZAWADA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),24-Jul,21:45,04:30,06h 45m,INR 600,28 Seats available,3.7
2914,2914,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,02:00,09:40,07h 40m,INR 1000,5 Seats available,3.6
2915,2915,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:30,05:45,08h 15m,INR 650,30 Seats available,3.6
2916,2916,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,A/C Sleeper (2+1),24-Jul,23:50,07:00,07h 10m,950,28 Seats available,3.4
2917,2917,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mayuri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:00,03:30,06h 30m,INR 1560,41 Seats available,3.4
2918,2918,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),24-Jul,03:30,12:00,08h 30m,713,41 Seats available,3.4
2919,2919,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,A/C Sleeper (2+1),24-Jul,03:30,12:00,08h 30m,808,23 Seats available,3.4
2920,2920,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,NON A/C Semi Sleeper (2+2),24-Jul,20:12,05:00,08h 48m,1425,41 Seats available,3.3
2921,2921,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:12,05:00,08h 48m,527,42 Seats available,3.3
2922,2922,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:12,05:00,08h 48m,950,42 Seats available,3.3
2923,2923,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:12,05:00,08h 48m,950,41 Seats available,3.3
2924,2924,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,ARK Travels,Non AC Seater (2+2),24-Jul,21:40,05:35,07h 55m,INR 3000,40 Seats available,3.0
2925,2925,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:40,07:00,07h 20m,INR 699,20 Seats available,2.8
2926,2926,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KVR Tours and Travels,A/C Sleeper (2+1),24-Jul,02:00,10:40,08h 40m,759,25 Seats available,2.7
2927,2927,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KVR Tours and Travels,A/C Sleeper (2+1),24-Jul,02:00,10:40,08h 40m,738,30 Seats available,2.7
2928,2928,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:55,07:15,07h 20m,854,29 Seats available,2.6
2929,2929,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:00,05:30,06h 30m,759,35 Seats available,2.6
2930,2930,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),24-Jul,20:45,05:00,08h 15m,INR 599,36 Seats available,2.5
2931,2931,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Dhanalakshmi Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:00,05:00,08h 00m,INR 460,41 Seats available,2.4
2932,2932,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),24-Jul,02:40,09:50,07h 10m,INR 3999,30 Seats available,2.4
2933,2933,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,VENKATA VYSHNAVI TRAVELS,NON A/C Sleeper (2+1),24-Jul,20:40,05:10,08h 30m,INR 3000,32 Seats available,2.2
2934,2934,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,LOKSHITHA SREE TRAVELS,NON A/C Seater (2+2),24-Jul,20:30,05:30,09h 00m,INR 1900,27 Seats available,No rating
2935,2935,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),24-Jul,22:40,06:00,07h 20m,INR 845,37 Seats available,No rating
2936,2936,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2701,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,00:45,04:35,03h 50m,INR 260,27 Seats available,2.3
2937,2937,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,01:40,05:00,03h 20m,INR 401,38 Seats available,3.9
2938,2938,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3008,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,01:45,06:00,04h 15m,INR 263,31 Seats available,3.9
2939,2939,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4626,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,02:00,06:15,04h 15m,INR 260,34 Seats available,3.9
2940,2940,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4344,INDRA(A.C. Seater),24-Jul,02:00,05:30,03h 30m,INR 318,38 Seats available,4.7
2941,2941,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3979,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,03:15,06:05,02h 50m,INR 261,33 Seats available,3.9
2942,2942,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3016,INDRA(A.C. Seater),24-Jul,03:30,07:00,03h 30m,INR 318,33 Seats available,3.9
2943,2943,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,03:30,07:00,03h 30m,INR 261,33 Seats available,3.9
2944,2944,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,04:00,06:35,02h 35m,INR 401,42 Seats available,3.7
2945,2945,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,04:15,07:05,02h 50m,INR 261,31 Seats available,3.8
2946,2946,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9331,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,04:15,07:09,02h 54m,INR 261,33 Seats available,3.9
2947,2947,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23951,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,05:00,08:15,03h 15m,INR 263,22 Seats available,4.8
2948,2948,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23953,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:00,09:15,03h 15m,INR 263,30 Seats available,4.3
2949,2949,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4512,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:00,09:30,03h 30m,INR 261,34 Seats available,3.3
2950,2950,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2991,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,06:30,10:10,03h 40m,INR 248,37 Seats available,3.9
2951,2951,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4410,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:55,09:54,02h 59m,INR 261,31 Seats available,2.4
2952,2952,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23955,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,07:00,10:15,03h 15m,INR 263,31 Seats available,4.6
2953,2953,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 5787,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,07:15,11:30,04h 15m,INR 252,37 Seats available,3.9
2954,2954,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2793,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,07:30,12:10,04h 40m,INR 260,33 Seats available,3.9
2955,2955,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4446,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,07:45,10:54,03h 09m,INR 261,33 Seats available,3.9
2956,2956,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4941,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,08:00,11:15,03h 15m,INR 260,33 Seats available,3.6
2957,2957,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2859,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,08:15,13:00,04h 45m,INR 260,33 Seats available,3.9
2958,2958,Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada?fromCityId=71757&toCityId=134&fromCityName=Rajahmundry&toCityName=Vijayawada&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2880,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,08:45,12:25,03h 40m,INR 248,37 Seats available,3.9
